,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
220,Nelson Valdez,Centre-Forward,22,Werder Bremen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2006-2007,5000000.0,4700000
221,Riki,Centre-Forward,25,Getafe CF,LaLiga,Dep. La Coruña,LaLiga,2006-2007,6000000.0,4640000
222,Sébastien Squillaci,Centre-Back,25,Monaco,Ligue 1,Olympique Lyon,Ligue 1,2006-2007,7500000.0,4500000
223,Olivier Thomert,Left Midfield,26,Lens,Ligue 1,Stade Rennais,Ligue 1,2006-2007,6500000.0,4500000
224,Paulo André,Centre-Back,22,Atlético-PR,Série A,Le Mans,Ligue 1,2006-2007,6000000.0,4500000
225,Niko Kranjcar,Attacking Midfield,22,Hajduk Split,1.HNL,Portsmouth,Premier League,2006-2007,5000000.0,4500000
226,Afonso Alves,Centre-Forward,25,Malmö FF,Allsvenskan,Heerenveen,Eredivisie,2006-2007,4500000.0,4500000
227,Franck Queudrue,Left-Back,27,Middlesbrough,Premier League,Fulham,Premier League,2006-2007,4500000.0,4500000
228,Johann Vogel,Defensive Midfield,29,AC Milan,Serie A,Real Betis,LaLiga,2006-2007,4500000.0,4500000
229,Federico Insúa,Attacking Midfield,26,Boca Juniors,Torneo Final,Bor. M'gladbach,1.Bundesliga,2006-2007,4500000.0,4500000
230,Fitz Hall,Centre-Back,25,Crystal Palace,Championship,Wigan,Premier League,2006-2007,4500000.0,4500000
231,Deivid,Centre-Forward,26,Sporting CP,Liga NOS,Fenerbahce,Süper Lig,2006-2007,3500000.0,4500000
232,Yoann Gourcuff,Attacking Midfield,19,Stade Rennais,Ligue 1,AC Milan,Serie A,2006-2007,3500000.0,4500000
233,Greg Halford,Centre-Back,22,Colchester Utd.,Championship,Reading,Premier League,2006-2007,400000.0,4500000
234,Dodô,Centre-Forward,32,Botafogo,Série A,Al-Ain FC, United Arab Emirates,2006-2007,6000000.0,4500000
235,Cameron Jerome,Centre-Forward,19,Cardiff,Championship,Birmingham,Championship,2006-2007,5000000.0,4450000
236,Denny Landzaat,Central Midfield,30,AZ Alkmaar,Eredivisie,Wigan,Premier League,2006-2007,7000000.0,4400000
237,Andy Reid,Left Midfield,23,Spurs,Premier League,Charlton,Premier League,2006-2007,5700000.0,4200000
238,Calum Davenport,Centre-Back,24,Spurs,Premier League,West Ham,Premier League,2006-2007,1500000.0,4200000
239,Fábio Santos,Defensive Midfield,26,Cruzeiro,Série A,Olympique Lyon,Ligue 1,2006-2007,6000000.0,4200000
240,Alex Frei,Centre-Forward,26,Stade Rennais,Ligue 1,Bor. Dortmund,1.Bundesliga,2006-2007,10000000.0,4100000
241,Simone Barone,Central Midfield,28,US Palermo,Serie A,Torino,Serie A,2006-2007,6000000.0,4100000
242,Milan Bisevac,Centre-Back,23,Red Star,SuperLiga,Lens,Ligue 1,2006-2007,1000000.0,4100000
243,Jason Roberts,Centre-Forward,28,Wigan,Premier League,Blackburn,Premier League,2006-2007,3850000.0,4080000
244,Salomon Kalou,Left Winger,20,Feyenoord,Eredivisie,Chelsea,Premier League,2006-2007,8500000.0,4000000
245,Mista,Centre-Forward,27,Valencia CF,LaLiga,Atlético Madrid,LaLiga,2006-2007,8280000.0,4000000
246,Jean-Alain Boumsong,Centre-Back,26,Newcastle,Premier League,Juventus,Serie B,2006-2007,7500000.0,4000000
247,Péguy Luyindula,Centre-Forward,27,Marseille,Ligue 1,Paris SG,Ligue 1,2006-2007,5000000.0,4000000
248,Matt Moussilou,Centre-Forward,24,LOSC Lille,Ligue 1,OGC Nice,Ligue 1,2006-2007,5000000.0,4000000
249,Mariano Pernía,Left-Back,29,Getafe CF,LaLiga,Atlético Madrid,LaLiga,2006-2007,4500000.0,4000000
250,Andreas Hinkel,Right-Back,24,VfB Stuttgart,1.Bundesliga,Sevilla FC,LaLiga,2006-2007,4000000.0,4000000
251,Frédéric Thomas,Central Midfield,25,Le Mans,Ligue 1,AJ Auxerre,Ligue 1,2006-2007,4000000.0,4000000
252,Moubarak Boussoufa,Attacking Midfield,21,KAA Gent,Jupiler Pro League,RSC Anderlecht,Jupiler Pro League,2006-2007,4000000.0,4000000
253,Caner Erkin,Left-Back,18,Manisaspor,Süper Lig,CSKA Moscow,Premier Liga,2006-2007,4000000.0,4000000
254,Koen Daerden,Central Midfield,24,KRC Genk,Jupiler Pro League,Club Brugge,Jupiler Pro League,2006-2007,3750000.0,4000000
255,Matías Vuoso,Centre-Forward,24,Santos Laguna,Liga MX Clausura,América,Liga MX Clausura,2006-2007,2000000.0,4000000
256,Nenê,Attacking Midfield,24,Alavés,LaLiga2,Celta de Vigo,LaLiga,2006-2007,600000.0,4000000
257,Salvador Cabañas,Centre-Forward,25,Chiapas FC,Liga MX Clausura,América,Liga MX Clausura,2006-2007,6000000.0,4000000
258,Leandro Somoza,Defensive Midfield,25,Vélez Sarsfield,Torneo Final,Villarreal CF,LaLiga,2006-2007,6000000.0,4000000
259,Álvaro Arbeloa,Right-Back,24,Dep. La Coruña,LaLiga,Liverpool,Premier League,2006-2007,1300000.0,3900000
260,Boubacar Sanogo,Centre-Forward,23,1.FC K'lautern,2.Bundesliga,Hamburger SV,1.Bundesliga,2006-2007,4000000.0,3800000
261,Francisco Fonseca,Centre-Forward,27,Benfica,Liga NOS,Tigres UANL,Liga MX Clausura,2006-2007,2500000.0,3800000
262,Massimo Gobbi,Left-Back,26,Treviso,Serie B,Fiorentina,Serie A,2006-2007,2200000.0,3800000
263,Matthew Kilgallon,Centre-Back,22,Leeds,Championship,Sheffield Utd.,Premier League,2006-2007,100000.0,3800000
264,Marco Ruben,Centre-Forward,20,CA Rosario,Torneo Final,River Plate,Torneo Final,2006-2007,6000000.0,3800000
265,Madjid Bougherra,Centre-Back,24,Sheff Wed,Championship,Charlton,Premier League,2006-2007,100000.0,3790000
266,Jimmy Bullard,Central Midfield,27,Wigan,Premier League,Fulham,Premier League,2006-2007,4500000.0,3750000
267,Ricardinho,Attacking Midfield,30,Corinthians,Série A,Besiktas,Süper Lig,2006-2007,3000000.0,3750000
268,Shefki Kuqi,Centre-Forward,29,Blackburn,Premier League,Crystal Palace,Championship,2006-2007,1750000.0,3750000
269,Benni McCarthy,Centre-Forward,28,FC Porto,Liga NOS,Blackburn,Premier League,2006-2007,6000000.0,3700000
270,Rodolfo,Centre-Back,24,Dynamo Kyiv,Premier Liga,Loko Moscow,Premier Liga,2006-2007,2500000.0,3700000
271,Jonathan Santana,Central Midfield,24,River Plate,Torneo Final,VfL Wolfsburg,1.Bundesliga,2006-2007,4500000.0,3600000
272,Leonardo Pisculichi,Attacking Midfield,22,RCD Mallorca,LaLiga,Al Arabi, Qatar,2006-2007,1750000.0,3600000
273,Konstantinos Katsouranis,Defensive Midfield,27,AEK Athens,Super League,Benfica,Liga NOS,2006-2007,7000000.0,3500000
274,Jiri Jarosik,Centre-Back,28,Chelsea,Premier League,Celtic,Premiership,2006-2007,6500000.0,3500000
275,Ronald Zubar,Centre-Back,20,SM Caen,Ligue 2,Marseille,Ligue 1,2006-2007,3750000.0,3500000
276,Roberto Guana,Central Midfield,25,Brescia,Serie B,US Palermo,Serie A,2006-2007,3700000.0,3500000
277,Jérémy Ménez,Second Striker,19,FC Sochaux,Ligue 1,Monaco,Ligue 1,2006-2007,3500000.0,3500000
278,Stefano Mauri,Attacking Midfield,26,Udinese Calcio,Serie A,Lazio,Serie A,2006-2007,3000000.0,3500000
279,Ricardo Osorio,Right-Back,26,CD Cruz Azul,Liga MX Clausura,VfB Stuttgart,1.Bundesliga,2006-2007,3000000.0,3500000
280,Francisco Fonseca,Centre-Forward,26,CD Cruz Azul,Liga MX Clausura,Benfica,Liga NOS,2006-2007,2500000.0,3500000
281,Diego Rivas,Central Midfield,26,Getafe CF,LaLiga,Real Sociedad,LaLiga,2006-2007,1500000.0,3500000
282,Gijs Luirink,Centre-Back,22,FC Groningen,Eredivisie,AZ Alkmaar,Eredivisie,2006-2007,750000.0,3500000
283,Claude Davis,Centre-Back,27,Preston NE,Championship,Sheffield Utd.,Premier League,2006-2007,300000.0,3500000
284,Daniel Montenegro,Attacking Midfield,27,Saturn,Premier Liga,Independiente,Torneo Final,2006-2007,6000000.0,3500000
285,Nelson Rivas,Centre-Back,23,Deportivo Cali, Colombia,River Plate,Torneo Final,2006-2007,6000000.0,3500000
286,Pablo Vitti,Centre-Forward,21,CA Rosario,Torneo Final,CA Banfield,Torneo Final,2006-2007,6000000.0,3500000
287,Rob Hulse,Centre-Forward,26,Leeds,Championship,Sheffield Utd.,Premier League,2006-2007,1750000.0,3450000
288,Christian Wilhelmsson,Right Winger,26,RSC Anderlecht,Jupiler Pro League,FC Nantes,Ligue 1,2006-2007,7000000.0,3300000
289,Daniele Bonera,Centre-Back,25,Parma,Serie A,AC Milan,Serie A,2006-2007,6000000.0,3300000
290,Daniel Niculae,Centre-Forward,23,Rapid Bucharest,Liga 1,AJ Auxerre,Ligue 1,2006-2007,3300000.0,3300000
291,Radhi Jaidi,Centre-Back,30,Bolton,Premier League,Birmingham,Championship,2006-2007,2000000.0,3250000
292,David Cotterill,Right Winger,18,Bristol City,League One,Wigan,Premier League,2006-2007,400000.0,3200000
293,Corrêa,Defensive Midfield,25,Palmeiras,Série A,Dynamo Kyiv,Premier Liga,2006-2007,6000000.0,3200000
294,Pasquale Foggia,Attacking Midfield,23,AC Milan,Serie A,Lazio,Serie A,2006-2007,2500000.0,3150000
295,Johan Micoud,Attacking Midfield,32,Werder Bremen,1.Bundesliga,G. Bordeaux,Ligue 1,2006-2007,8500000.0,3000000
296,Steed Malbranque,Central Midfield,26,Fulham,Premier League,Spurs,Premier League,2006-2007,8200000.0,3000000
297,Marco Cassetti,Centre-Back,29,Lecce,Serie B,AS Roma,Serie A,2006-2007,6000000.0,3000000
298,Andreas Isaksson,Goalkeeper,24,Stade Rennais,Ligue 1,Man City,Premier League,2006-2007,6000000.0,3000000
299,Jaap Stam,Centre-Back,33,AC Milan,Serie A,AFC Ajax,Eredivisie,2006-2007,5500000.0,3000000
300,Juan Pablo Sorín,Left-Back,30,Villarreal CF,LaLiga,Hamburger SV,1.Bundesliga,2006-2007,5500000.0,3000000
301,Jan Kromkamp,Right-Back,25,Liverpool,Premier League,PSV Eindhoven,Eredivisie,2006-2007,5000000.0,3000000
302,Boško Jankovic,Right Winger,22,Red Star,SuperLiga,RCD Mallorca,LaLiga,2006-2007,5000000.0,3000000
303,Robert Green,Goalkeeper,26,Norwich,Championship,West Ham,Premier League,2006-2007,5000000.0,3000000
304,Luis Jiménez,Attacking Midfield,22,Fiorentina,Serie A,Ternana,Serie C - B,2006-2007,5000000.0,3000000
305,Markus Rosenberg,Centre-Forward,24,AFC Ajax,Eredivisie,Werder Bremen,1.Bundesliga,2006-2007,4500000.0,3000000
306,Bernardo Corradi,Centre-Forward,30,Valencia CF,LaLiga,Man City,Premier League,2006-2007,4000000.0,3000000
307,Lucas Biglia,Defensive Midfield,20,Independiente,Torneo Final,RSC Anderlecht,Jupiler Pro League,2006-2007,4000000.0,3000000
308,Luciano Figueroa,Centre-Forward,25,River Plate,Torneo Final,Genoa,Serie B,2006-2007,3750000.0,3000000
309,Thomas Gravesen,Defensive Midfield,30,Real Madrid,LaLiga,Celtic,Premiership,2006-2007,3500000.0,3000000
310,Erjon Bogdani,Centre-Forward,29,Siena,Serie A,Chievo Verona,Serie A,2006-2007,3250000.0,3000000
311,Carlton Cole,Centre-Forward,22,Chelsea,Premier League,West Ham,Premier League,2006-2007,3000000.0,3000000
312,Ivan Pelizzoli,Goalkeeper,26,Reggina,Serie A,Loko Moscow,Premier Liga,2006-2007,3000000.0,3000000
313,Amara Diané,Right Winger,23,R. Strasbourg,Ligue 2,Paris SG,Ligue 1,2006-2007,3000000.0,3000000
314,Cribari,Centre-Back,26,Udinese Calcio,Serie A,Lazio,Serie A,2006-2007,3000000.0,3000000
315,Leandro Gracián,Attacking Midfield,23,Vélez Sarsfield,Torneo Final,Monterrey,Liga MX Clausura,2006-2007,3000000.0,3000000
316,Yohan Hautcoeur,Central Midfield,24,Le Mans,Ligue 1,Saint-Étienne,Ligue 1,2006-2007,3000000.0,3000000
317,José Manuel Jurado,Attacking Midfield,20,Real Madrid,LaLiga,Atlético Madrid,LaLiga,2006-2007,3000000.0,3000000
318,Amdy Fayé,Defensive Midfield,29,Newcastle,Premier League,Charlton,Premier League,2006-2007,2500000.0,3000000
319,André Ooijer,Centre-Back,32,PSV Eindhoven,Eredivisie,Blackburn,Premier League,2006-2007,2500000.0,3000000
320,Abdoulaye Fayé,Centre-Back,28,Lens,Ligue 1,Bolton,Premier League,2006-2007,2400000.0,3000000
321,Arthur Boka,Left-Back,23,R. Strasbourg,Ligue 2,VfB Stuttgart,1.Bundesliga,2006-2007,2350000.0,3000000
322,Nenad Kovacevic,Defensive Midfield,25,Red Star,SuperLiga,Lens,Ligue 1,2006-2007,2000000.0,3000000
323,Pascal Cygan,Centre-Back,32,Arsenal,Premier League,Villarreal CF,LaLiga,2006-2007,1400000.0,3000000
324,Clint Dempsey,Second Striker,23,Revolution,MLS,Fulham,Premier League,2006-2007,1000000.0,3000000
325,Pablo Barrientos,Right Winger,21,San Lorenzo,Torneo Final,FK Moskau,Premier Liga,2006-2007,1000000.0,3000000
326,Michel Bastos,Left Midfield,22,Atlético-PR,Série A,LOSC Lille,Ligue 1,2006-2007,1000000.0,3000000
327,Aílton,Centre-Forward,22,Örgryte,Superettan,FC Copenhagen,Superligaen,2006-2007,1000000.0,3000000
328,Christian Maggio,Right-Back,24,Fiorentina,Serie A,Sampdoria,Serie A,2006-2007,800000.0,3000000
329,Zdravko Kuzmanovic,Central Midfield,19,FC Basel,Super League,Fiorentina,Serie A,2006-2007,800000.0,3000000
330,Gonzalo Vargas,Centre-Forward,24,Gimnasia,Torneo Final,Monaco,Ligue 1,2006-2007,450000.0,3000000
331,Kevin Thomson,Central Midfield,22,Hibernian FC,Premiership,Rangers,Premiership,2006-2007,450000.0,3000000
332,George Ogararu,Right-Back,26,FCS Bucharest,Liga 1,AFC Ajax,Eredivisie,2006-2007,300000.0,3000000
333,Anthony Stokes,Centre-Forward,18,Arsenal U23, England,Sunderland,Championship,2006-2007,100000.0,3000000
334,Alexis Sánchez,Left Winger,17,Cobreloa, Chile,Udinese Calcio,Serie A,2006-2007,50000.0,3000000
335,Bolívar,Centre-Back,25,Internacional,Série A,Monaco,Ligue 1,2006-2007,6000000.0,3000000
336,Kauê,Left-Back,22,Ituano, Brazil,Konyaspor,Süper Lig,2006-2007,6000000.0,3000000
337,Juan Pablo Pino,Right Winger,19,Indep. Medellín, Colombia,Monaco,Ligue 1,2006-2007,6000000.0,3000000
338,Ryan Donk,Defensive Midfield,20,RKC Waalwijk,Eredivisie,AZ Alkmaar,Eredivisie,2006-2007,6000000.0,3000000
339,Luiz Adriano,Centre-Forward,19,Internacional,Série A,Shakhtar D.,Premier Liga,2006-2007,6000000.0,3000000
340,Tinga,Central Midfield,28,Internacional,Série A,Bor. Dortmund,1.Bundesliga,2006-2007,3000000.0,2900000
341,Mohamed Zidan,Second Striker,25,Werder Bremen,1.Bundesliga,1.FSV Mainz 05,1.Bundesliga,2006-2007,3000000.0,2800000
342,Djimi Traoré,Centre-Back,26,Liverpool,Premier League,Charlton,Premier League,2006-2007,2500000.0,2800000
343,Karim Haggui,Centre-Back,22,R. Strasbourg,Ligue 2,Bay. Leverkusen,1.Bundesliga,2006-2007,4000000.0,2780000
344,Marcelinho Paraíba,Attacking Midfield,31,Trabzonspor,Süper Lig,VfL Wolfsburg,1.Bundesliga,2006-2007,10000000.0,2750000
345,Aleksandar Lukovic,Centre-Back,23,Red Star,SuperLiga,Udinese Calcio,Serie A,2006-2007,3000000.0,2700000
346,Gabriel Paletta,Centre-Back,20,CA Banfield,Torneo Final,Liverpool,Premier League,2006-2007,3000000.0,2700000
347,Luton Shelton,Left Winger,21,Helsingborg,Allsvenskan,Sheffield Utd.,Premier League,2006-2007,1300000.0,2700000
348,Yuki Abe,Defensive Midfield,25,JEF Utd. Chiba,J1 League,Urawa Reds,J1 League,2006-2007,400000.0,2700000
349,Matías Vuoso,Centre-Forward,25,América,Liga MX Clausura,Santos Laguna,Liga MX Clausura,2006-2007,2000000.0,2650000
350,Marko Pantelic,Centre-Forward,27,Red Star,SuperLiga,Hertha BSC,1.Bundesliga,2006-2007,3800000.0,2600000
351,Razvan Cocis,Central Midfield,23,Sheriff, Moldova,Loko Moscow,Premier Liga,2006-2007,325000.0,2600000
352,Marcelinho Paraíba,Attacking Midfield,31,Hertha BSC,1.Bundesliga,Trabzonspor,Süper Lig,2006-2007,10000000.0,2500000
353,Modeste M'Bami,Defensive Midfield,23,Paris SG,Ligue 1,Marseille,Ligue 1,2006-2007,5000000.0,2500000
354,Kevin Kilbane,Left Midfield,29,Everton,Premier League,Wigan,Premier League,2006-2007,4500000.0,2500000
355,Angelos Charisteas,Centre-Forward,26,AFC Ajax,Eredivisie,Feyenoord,Eredivisie,2006-2007,4000000.0,2500000
356,Luigi Pieroni,Centre-Forward,26,AJ Auxerre,Ligue 1,FC Nantes,Ligue 1,2006-2007,4000000.0,2500000
357,Fernando Torres,Centre-Forward,23,Atlético Madrid,LaLiga,Liverpool,Premier League,2007-2008,30000000.0,38000000
358,Arjen Robben,Right Winger,23,Chelsea,Premier League,Real Madrid,LaLiga,2007-2008,22800000.0,35000000
359,Anderson,Central Midfield,19,FC Porto,Liga NOS,Man Utd,Premier League,2007-2008,25000000.0,31500000
360,Pepe,Centre-Back,24,FC Porto,Liga NOS,Real Madrid,LaLiga,2007-2008,30000000.0,30000000
361,Franck Ribéry,Left Winger,24,Marseille,Ligue 1,Bayern Munich ,1.Bundesliga,2007-2008,23000000.0,30000000
362,Wesley Sneijder,Attacking Midfield,23,AFC Ajax,Eredivisie,Real Madrid,LaLiga,2007-2008,16000000.0,27000000
363,Nani,Left Winger,20,Sporting CP,Liga NOS,Man Utd,Premier League,2007-2008,25000000.0,25500000
364,Owen Hargreaves,Defensive Midfield,26,Bayern Munich ,1.Bundesliga,Man Utd,Premier League,2007-2008,25000000.0,25000000
365,Darren Bent,Centre-Forward,23,Charlton,Championship,Spurs,Premier League,2007-2008,7500000.0,24750000
366,Thierry Henry,Centre-Forward,29,Arsenal,Premier League,FC Barcelona,LaLiga,2007-2008,45000000.0,24000000
367,Alexandre Pato,Centre-Forward,17,Internacional,Série A,AC Milan,Serie A,2007-2008,4000000.0,24000000
368,Diego Forlán,Second Striker,28,Villarreal CF,LaLiga,Atlético Madrid,LaLiga,2007-2008,9000000.0,21000000
369,Simão,Left Winger,27,Benfica,Liga NOS,Atlético Madrid,LaLiga,2007-2008,15000000.0,20000000
370,Gabriel Milito,Centre-Back,26,Real Zaragoza,LaLiga,FC Barcelona,LaLiga,2007-2008,14000000.0,20000000
371,Mirko Vucinic,Second Striker,23,Lecce,Serie B,AS Roma,Serie A,2007-2008,9000000.0,19500000
372,Florent Malouda,Central Midfield,27,Olympique Lyon,Ligue 1,Chelsea,Premier League,2007-2008,21000000.0,19000000
373,Nicolas Anelka,Centre-Forward,28,Bolton,Premier League,Chelsea,Premier League,2007-2008,20000000.0,18000000
374,Éver Banega,Central Midfield,19,Boca Juniors,Torneo Final,Valencia CF,LaLiga,2007-2008,15000000.0,18000000
375,Manuel Fernandes,Central Midfield,21,Benfica,Liga NOS,Valencia CF,LaLiga,2007-2008,8500000.0,18000000
376,Ryan Babel,Left Winger,20,AFC Ajax,Eredivisie,Liverpool,Premier League,2007-2008,8000000.0,17250000
377,Afonso Alves,Centre-Forward,26,Heerenveen,Eredivisie,Middlesbrough,Premier League,2007-2008,13000000.0,17000000
378,Abdul Kader Keita,Right Winger,25,LOSC Lille,Ligue 1,Olympique Lyon,Ligue 1,2007-2008,18000000.0,16800000
379,Yakubu Aiyegbeni,Centre-Forward,24,Middlesbrough,Premier League,Everton,Premier League,2007-2008,12000000.0,16500000
380,Cristian Chivu,Centre-Back,26,AS Roma,Serie A,Inter,Serie A,2007-2008,15000000.0,16000000
381,Miroslav Klose,Centre-Forward,29,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2007-2008,23000000.0,15000000
382,Éric Abidal,Left-Back,27,Olympique Lyon,Ligue 1,FC Barcelona,LaLiga,2007-2008,13500000.0,15000000
383,Mauro Zárate,Second Striker,20,Vélez Sarsfield,Torneo Final,Al Sadd, Qatar,2007-2008,7500000.0,15000000
384,Nery Castillo,Right Winger,23,Olympiacos,Super League,Shakhtar D.,Premier Liga,2007-2008,3000000.0,15000000
385,Gareth Bale,Right Winger,17,Southampton,Championship,Spurs,Premier League,2007-2008,7500000.0,14700000
386,Matuzalém,Defensive Midfield,27,Shakhtar D.,Premier Liga,Real Zaragoza,LaLiga,2007-2008,14000000.0,14500000
387,Royston Drenthe,Left Midfield,20,Feyenoord,Eredivisie,Real Madrid,LaLiga,2007-2008,13000000.0,14000000
388,Willian,Right Winger,19,Corinthians,Série A,Shakhtar D.,Premier Liga,2007-2008,11000000.0,14000000
389,Nikola Zigic,Centre-Forward,26,Racing,LaLiga,Valencia CF,LaLiga,2007-2008,10000000.0,14000000
390,Marcell Jansen,Left-Back,21,Bor. M'gladbach,2.Bundesliga,Bayern Munich ,1.Bundesliga,2007-2008,10000000.0,14000000
391,Eduardo,Centre-Forward,24,Dinamo Zagreb,1.HNL,Arsenal,Premier League,2007-2008,7650000.0,13500000
392,Tiago,Central Midfield,26,Olympique Lyon,Ligue 1,Juventus,Serie A,2007-2008,15000000.0,13000000
393,David Suazo,Centre-Forward,27,Cagliari Calcio,Serie A,Inter,Serie A,2007-2008,13000000.0,13000000
394,Raúl García,Attacking Midfield,20,CA Osasuna,LaLiga,Atlético Madrid,LaLiga,2007-2008,12000000.0,13000000
395,Rolando Bianchi,Centre-Forward,24,Reggina,Serie A,Man City,Premier League,2007-2008,8500000.0,13000000
396,Alan Hutton,Right-Back,23,Rangers,Premiership,Spurs,Premier League,2007-2008,8000000.0,13000000
397,Vedran Corluka,Centre-Back,21,Dinamo Zagreb,1.HNL,Man City,Premier League,2007-2008,4100000.0,13000000
398,Nigel Reo-Coker,Defensive Midfield,23,West Ham,Premier League,Aston Villa,Premier League,2007-2008,4300000.0,12500000
399,José Antonio Reyes,Right Winger,23,Arsenal,Premier League,Atlético Madrid,LaLiga,2007-2008,16700000.0,12000000
400,Juan Riquelme,Attacking Midfield,29,Villarreal CF,LaLiga,Boca Juniors,Torneo Final,2007-2008,16000000.0,12000000
401,Gabriel Heinze,Centre-Back,29,Man Utd,Premier League,Real Madrid,LaLiga,2007-2008,13000000.0,12000000
402,Breno,Centre-Back,18,São Paulo,Série A,Bayern Munich ,1.Bundesliga,2007-2008,12000000.0,12000000
403,Branislav Ivanovic,Centre-Back,23,Loko Moscow,Premier Liga,Chelsea,Premier League,2007-2008,12000000.0,12000000
404,Kieron Dyer,Right Midfield,28,Newcastle,Premier League,West Ham,Premier League,2007-2008,9200000.0,12000000
405,Arouna Koné,Centre-Forward,23,PSV Eindhoven,Eredivisie,Sevilla FC,LaLiga,2007-2008,8500000.0,12000000
406,Elano,Attacking Midfield,26,Shakhtar D.,Premier Liga,Man City,Premier League,2007-2008,7750000.0,12000000
407,Younès Kaboul,Centre-Back,21,AJ Auxerre,Ligue 1,Spurs,Premier League,2007-2008,7500000.0,12000000
408,Javier Arizmendi,Centre-Forward,23,Dep. La Coruña,LaLiga,Valencia CF,LaLiga,2007-2008,6000000.0,12000000
409,Óscar Cardozo,Centre-Forward,24,Newell's,Torneo Final,Benfica,Liga NOS,2007-2008,9000000.0,11670000
410,Vincenzo Iaquinta,Centre-Forward,27,Udinese Calcio,Serie A,Juventus,Serie A,2007-2008,12000000.0,11300000
411,Craig Bellamy,Left Winger,28,Liverpool,Premier League,West Ham,Premier League,2007-2008,12000000.0,11250000
412,Luca Toni,Centre-Forward,30,Fiorentina,Serie A,Bayern Munich ,1.Bundesliga,2007-2008,28500000.0,11000000
413,Mohamed Sissoko,Defensive Midfield,23,Liverpool,Premier League,Juventus,Serie A,2007-2008,9000000.0,11000000
414,Craig Gordon,Goalkeeper,24,Heart of Midl.,Premiership,Sunderland,Premier League,2007-2008,1750000.0,10820000
415,Jonathan Woodgate,Centre-Back,28,Middlesbrough,Premier League,Spurs,Premier League,2007-2008,7500000.0,10800000
416,Sulley Muntari,Central Midfield,22,Udinese Calcio,Serie A,Portsmouth,Premier League,2007-2008,7000000.0,10510000
